,UserName,StarRatings,ReviewTitle,ReviewText,ReviewTime
696,Omar S.,5.0 out of 5 stars,Perfect for oily skin or those sensitive to scent!,"  This sunscreen goes on clear and does not leave my skin feeling greasy or shiny looking.  The thing I like most about this product is that it does not have the harsh vapors and scents I've experienced in many other sunscreens.  I have sensitive eyes that would get irritated from the fumes of other sunscreens, often resulting in a headache.  I no longer have that problem since switching to this sunscreen.  The product is on the pricier side, so I only use it on my face (a little goes a long way).  For me, it's well worth the cost to avoid the headaches and irritation I've experienced from other products.  Overall a great daily facial sunscreen."," January 23, 2013"
697,Doug,5.0 out of 5 stars,Will Not Cause Breakouts,"  This is so rare for a sunscreen, but it won't cause breakouts.  It also doesn't contain the chemicals known to be more harsh when used daily.I highly recommend it!However, you might still want to use a moisturizer if you have dry skin."," January 20, 2020"
698,Anne D,5.0 out of 5 stars,PERFECT,"  I wear sunscreen every day and this product is perfect. Light and pleasant, moisturizing.Drugstore sunscreens (even high end ones) often cause a reaction to my sensitive facial skin — this one did not! And, best of all, this is MUCH less costly than the expensive sunscreen I was buying at the skin doctor’s office. Highly recommended."," December 8, 2018"
699,Morgan L.,5.0 out of 5 stars,"Perfect for my sensitive, acne prone skin",  Favorite!!!! Life changing. Rubs in so easily. Doesn’t leave any white behind. Super light weight. No weird smell. Just feels like I’m putting on a light moisturizer. Worth every penny," July 31, 2020"
700,Kayla,1.0 out of 5 stars,Not brown skin friendly unless you wear make up,  This is not clear it makes my brown skin purple. Its not the worst but its not clear at all. I reallllly wanted this to be staple bc ive heard great things about it.," April 29, 2019"
701,Lisa,5.0 out of 5 stars,Love this sunscreen,"  I bought this after multiple recommendations fromFriends.  I have sensitive skin so I was little skeptical at first but it is amazing.  Lightweight, smells decent, and no breakouts."," October 10, 2020"
702,Gina Calvello,2.0 out of 5 stars,Rash All Over Face!,"  This product was the only thing I changed in my skincare routine in the last week or so....pilled all over my face and breakouts all over the place!  I rarely break out, but the one day I did not wear it, my skin cleared up in what seemed like overnight.  I saw a lot of people had similar responses as well.  DO NOT recommend!"," March 11, 2022"
703,Scrappy,5.0 out of 5 stars,Great sunscreen product,"  I love this sunscreen!  It is light, easy to apply, and goes on perfectly under makeup.  It is a bit pricey for the amount of product you get, but I will repurchase because I love the broad spectrum coverage and the great ease of use.  It goes on silky smooth and is absorbed quickly into the skin."," July 5, 2019"
704,Amazon Customer,5.0 out of 5 stars,Best everyday sunscreen and moisturizer,  EltaMD is the best everyday sunscreen and moisturizer. I’ve been using it every morning for over a year and my face is always so soft and glowing. It’s light weight and not greasy once absorbed into the skin. It leaves me feeling great after I put it on.," April 30, 2020"
705,Amazon Customer,1.0 out of 5 stars,Expired Product,  I received a bottle of this sunscreen and it appeared to be expired or old? The sunscreen came out with a yellowish tint. What a waste. I compared it to the other bottle I received and it doesn’t look the same. Disappointed.," September 30, 2021"
706,Cheryl D.,5.0 out of 5 stars,Wowza! I'm in love!,"  I love this stuff!  It is more expensive than its competitors, but it's so light that I can use it EVERY DAY. It's part of my daily routine - even under my make-up. This product is free of the avo-benzone (and the other common ""avo-"" ingredient in sunblocks) - which I have discovered cause me to break-out and turn red. This product is mild - and has never caused my face to inflame or sting, and it works. Can't recall getting sunburned since starting to use it.  It's worth every penny."," June 25, 2016"
707,M R Jones,5.0 out of 5 stars,Plays nice with my rosacea,"  I have rosacea, and most sunscreens aggravate it. Sun exposure does, too. This sunscreen is great for me. It doesn't anger my rosacea, and the sun protection is fantastic. The product also moisturizes without feeling heavy or greasy. I'm very impressed and will definitely buy again."," December 5, 2019"
708,abitbookish,1.0 out of 5 stars,"Good consistency, no white cast, but caused breakout","  The consistency is really nice and it doesn’t leave a white cast. However, it caused a breakout on my super sensitive skin. It’s a shame, but I’ve since moved on to Cotz, which does not cause any reactions."," July 11, 2020"
709,Mama Bird,1.0 out of 5 stars,Gross on my skin and burns my eyes,"  I havent used this in major sun but it does seem to work in that regard.  It feels really gross on ny skin and leves a nasty film.  Also, on several occasions Ive rubbed my face hours later and accidentally gotten it in my eyes and it burns like mad.  For this price I say its a hard pass."," October 23, 2019"
710,Connie B. Wolfe,5.0 out of 5 stars,Best facial sunscreen on the market,"  I have purchased and thrown out more facial sunscreens than I want to admit.  My dermatologist gave me a sample of this sunscreen and I love it.  It is not greasy, goes on light and it does NOT make my face sweat like so many of them do.  This is the perfect sunscreen for your face."," August 19, 2019"
711,Rob Dawg,5.0 out of 5 stars,Sunscreen,  Found my new go-to face sunscreen after recommended by a popular women’s magazine. Light and smooth consistency. Rubs in well and no white chalky residue. Unscented and hasn’t clogged my pores or cause any breakouts. Highly recommend and I’m definitely buying it again (and again).," September 18, 2019"
712,Gena Escalona,5.0 out of 5 stars,Quality of this product and the glow I got on my face since I start using this product.,  Love love love using this sunscreen on my face recommended by my Dermatologist. I used it when we were in our cruise stay in the beach and in the pool for couple of hours and I love it. My face has no sunburn unlike other type of sunscreen. There's a bit of white color on my face but it's alright it didn't bother me. I love the way how my face glows when I start using this sunscreen. 👍👍👍," March 3, 2018"
713,livieland,5.0 out of 5 stars,Never using anything else ever!,"  I commute to work, 1.5 hours each way. The sun is on the driver's side when I head to work (rising), and is on the driver's side as I head home (setting). Because of this, I have worn Neutrogena's 50 SPF sunscreen for sensitive skin every day for years. Each summer, once the humidity would set in, I would get acne, especially on my forehead. I finally made the switch to Elta Clear 9 months ago and it has made an enormous difference! My skin is clear, and even though the temperature and humidity are soaring, I haven't seen a hint of even any irritation. It goes on smoothly, and doesn't ever feel heavy or oily. I can't say enough good things about it. It is light, layers under makeup, and my skin has never looked so good!And it is worth every penny. As far as I am concerned, I'm happy to pony up the $30-something cost if it means I can look great, with no hint of a blemish."," June 25, 2014"
714,RS,5.0 out of 5 stars,Best SPF for acne prone skin,"  I love this! I have adult acne and almost all SPF I have tried on is either too oily or it worsens my acne. When I found the raving review of this product, I was in doubt. But this SPF does not disappoint. Now my skin looks so much better than before. And my acne condition is surely improving. Highly recommend this product to anyone suffering adult acne like myself."," July 10, 2018"
